Institution,Subinstitution,InstitutionType,År,Afbrudte,Fuldførte,Latitude,Longitude
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2023,120.0,43.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Aabenraa (e-læring),2024,,41.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2015,30.0,169.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2016,31.0,177.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2017,,175.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2018,,688.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2019,,645.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2020,,680.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2021,,646.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2022,,697.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2023,,664.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg,2024,,678.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg (e-læring),2015,43.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg (e-læring),2016,62.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg (e-læring),2017,235.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg (e-læring),2018,248.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg (e-læring),2019,259.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg (e-læring),2020,270.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg (e-læring),2021,305.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg (e-læring),2022,230.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Esbjerg (e-læring),2023,245.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2015,,130.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2016,,124.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2017,,101.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2018,,284.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2019,,248.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2020,,233.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2021,,297.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2022,,271.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2023,18.0,230.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Haderslev,2024,,136.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2015,63.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2016,75.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2017,166.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2018,166.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2019,164.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2020,189.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2021,257.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2022,155.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2023,59.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,"UC SYD Campus Haderslev, (e-læring)",2024,,84.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2015,,125.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2016,,120.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2017,,126.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2018,,116.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2019,,109.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2020,,111.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2021,,127.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2022,6.0,118.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2023,92.0,186.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Kolding,2024,,189.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Tønder,2015,34.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Tønder,2016,34.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Tønder,2017,32.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Tønder,2018,51.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Tønder,2019,41.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Tønder,2020,52.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Tønder,2021,62.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Tønder,2022,65.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,UC SYD Campus Tønder,2023,53.0,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2015,,55.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2016,,58.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2017,,63.0,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2018,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2019,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2020,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2021,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2022,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2023,,,,
Professionshøjskoler,Professionshøjskolen UC Syddanmark,Uddannelsen i grafisk kommunikation i Haderslev,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2015,948.0,64.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2016,978.0,69.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2017,953.0,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2018,950.0,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2019,1005.0,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2020,1041.0,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2021,1202.0,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2022,1005.0,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2023,990.0,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Ergoterapeutuddannelsen i Aalborg,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2015,18.0,99.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2016,,103.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2017,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2018,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2019,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2020,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2021,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2022,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2023,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Fysioterapeutuddannelsen i Aalborg,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2015,29.0,46.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2016,,46.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2017,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2018,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2019,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2020,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2021,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2022,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2023,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Jordemoderuddannelsen i Aalborg,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2015,19.0,191.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2016,,218.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2017,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2018,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2019,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2020,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2021,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2022,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2023,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Aalborg,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2015,20.0,48.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2016,,53.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2017,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2018,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2019,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2020,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2021,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2022,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2023,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Læreruddannelsen i Hjørring,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2015,59.0,24.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2016,,41.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2017,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2018,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2019,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2020,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2021,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2022,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2023,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Natur- og kulturformidlingsuddannelsen i Hjørring,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2015,13.0,60.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2016,,52.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2017,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2018,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2019,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2020,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2021,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2022,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2023,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Pædagoguddannelsen i Thisted - VIA UC,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2015,45.0,131.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2016,,155.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2017,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2018,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2019,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2020,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2021,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2022,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2023,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Aalborg,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2015,16.0,67.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2016,,55.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2017,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2018,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2019,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2020,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2021,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2022,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2023,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Hjørring,2024,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Thisted - VIA UC,2015,,19.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Thisted - VIA UC,2016,,17.0,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Thisted - VIA UC,2017,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Thisted - VIA UC,2018,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Thisted - VIA UC,2019,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Thisted - VIA UC,2020,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Thisted - VIA UC,2021,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Thisted - VIA UC,2022,,,,
Professionshøjskoler,Professionshøjskolen University College Nordjylland,Sygeplejerskeuddannelsen i Thisted - VIA UC,2023,,,,
